fds,Ticker,Name,Price-to-Earnings,Price-to-Book,Book-to-Market,Dividends,Div_per_share,Common shares,Ave_shares_diluted,MCAP,Total-_Equity,Book_value_per_share,Sectore
1,KIM,Kimco Realty,,1.25,0.80,-522.22,1.24,421391305.00,422501000.00,6691.55,5476.17,12.75,REITs
1,KMI,"KINDER MORGAN, INC.",-811.95,1.06,0.94,-1599.00,0.72,2207018287.00,2211000000.00,40172.56,35899.00,15.15,Oil & Gas - Midstream
1,KND,"KINDRED HEALTHCARE, INC",-1.14,2.43,0.40,-9.36,0.11,91260624.00,87885250.00,821.35,325.39,1.30,Health Care Providers
1,KIRK,"KIRKLAND'S, INC",60.91,1.25,0.85,0.00,0.00,14858235.00,15945750.00,155.38,121.25,7.70,Retail - Apparel & Specialty
1,KITE,"Kite Pharma, Inc.",-25.82,13.07,0.07,0.00,0.00,57181750.00,51575361.00,10280.71,709.25,13.75,Biotechnology
1,KKR,KKR & Co. Inc.,,,2.34,,,529181096.00,,,26139.91,,Asset Management
1,KFN,KKR Financial Holdings LLC,,,,,,204824159.00,204181750.00,,1952.49,,
1,KLAC,KLA TENCOR CORP,16.03,9.38,0.11,-424.50,2.72,153075310.00,156937250.00,15465.63,1567.37,10.05,Semiconductors
1,KLXI,KLX Inc.,47.60,1.66,0.61,0.00,0.00,60388453.00,61820500.00,3802.66,2319.60,37.98,Aerospace & Defense
1,KMG,KMG CHEMICALS INC,17.22,,,-1.75,0.12,15553484.00,15111000.00,1163.53,416.07,,Chemicals
1,KSS,KOHLS Corp,10.58,1.93,0.52,-392.00,2.38,165129371.00,166250000.00,12099.60,5453.00,33.10,Retail - Apparel & Specialty
1,KOPN,KOPIN CORP,,1.74,0.57,-0.79,0.01,73135253.00,72903690.00,,59.23,0.82,Semiconductors
1,KFY,KORN FERRY INTERNATIONAL,31.26,2.11,0.46,-23.16,0.42,56675056.00,56311750.00,2664.99,1176.60,21.20,Employment Services
1,KRFT,"Kraft Foods Group, Inc.",,11.54,0.09,,,591940002.00,596000000.00,52203.19,4517.00,7.64,
1,KHC,Kraft Heinz Co,5.98,0.95,1.05,-3148.00,2.58,1219434812.00,1226750000.00,68143.78,65578.00,53.64,Consumer Packaged Goods
1,KKD,KRISPY KREME DOUGHNUTS INC,43.55,5.93,0.18,0.00,0.00,60914000.00,66115500.00,1279.19,228.65,3.54,
1,KR,KROGER CO,13.97,3.77,0.30,-1329.00,1.48,797418728.00,904000000.00,23159.36,6905.00,7.74,Retail - Defensive
1,KRO,KRONOS WORLDWIDE INC,6.39,1.67,0.60,-76.40,0.66,115907698.00,115900000.00,1900.89,873.40,7.54,Chemicals
1,KLIC,KULICKE & SOFFA INDUSTRIES INC,24.36,1.57,0.66,-8.18,0.12,67171963.00,70419000.00,1502.40,880.21,12.69,Semiconductors
1,KURA,"Kura Oncology, Inc.",,2.66,0.33,0.00,0.00,38036952.00,33001250.00,,174.61,5.29,Biotechnology
1,LB,"L Brands, Inc.",11.37,-6.66,-0.15,-670.00,2.41,275124993.00,280500000.00,8069.41,-1312.00,-4.74,Retail - Apparel & Specialty
1,LLL,L-3 Communications Holdings,45.87,3.52,0.29,-217.00,2.79,77308876.00,78875000.00,16256.51,4640.00,58.83,Aerospace & Defense
1,LZB,LA-Z-BOY INC,14.92,1.90,0.53,-22.64,0.48,46833470.00,47458750.00,1381.91,649.23,13.54,Manufacturing - Apparel & Furniture
1,LH,Laboratory Corp. of America Holding,,,,,,100900000.00,103300000.00,17231.29,,,Medical Diagnostics & Research
1,LAKE,LAKELAND INDUSTRIES INC,-53.69,0.96,1.04,0.00,0.00,8119488.00,8182937.00,107.86,85.83,10.56,Medical Instruments & Equipment
1,LRCX,LAM RESEARCH CORP,9.49,4.14,0.25,-409.24,2.56,155182806.00,176143750.00,23963.72,5322.83,33.26,Semiconductors
1,LAMR,LAMAR ADVERTISING CO/NEW,25.27,6.83,0.15,-351.40,3.57,98828247.00,98751674.00,7544.55,1096.96,11.14,REITs
1,LANC,LANCASTER COLONY CORP,34.01,7.31,0.14,-65.93,2.41,27489456.00,27474750.00,4088.77,674.02,24.59,Consumer Packaged Goods
1,LARK,LANDMARK BANCORP INC,,,0.83,-3.27,,4370918.00,4462851.00,120.89,86.81,,Banks
1,LE,"LANDS' END, INC.",13.06,1.51,0.66,0.00,0.00,32211641.00,32210750.00,486.41,304.21,9.45,Retail - Apparel & Specialty
1,LSTR,LANDSTAR SYSTEM INC,17.58,6.09,0.17,-86.46,2.08,41114477.00,41697000.00,,726.21,17.38,Transportation & Logistics
1,LCI,LANNETT CO INC,-0.72,0.63,1.52,0.00,0.00,38952752.00,38126432.00,183.62,312.02,8.37,Drug Manufacturers
1,LNTH,"Lantheus Holdings, Inc.",4.80,10.74,0.09,0.00,0.00,38464976.00,39336661.00,543.48,55.51,1.46,Medical Diagnostics & Research
1,LTRX,LANTRONIX INC,43.87,1.57,0.54,0.00,0.00,21997843.00,19522000.00,73.32,34.70,1.87,Communication Equipment
1,LRDC,"Laredo Oil, Inc.",-70.79,-1.38,-0.73,0.00,0.00,54514765.00,54514765.00,5.45,-1.58,-0.03,
1,LAYN,LAYNE CHRISTENSEN CO,-268.43,5.17,0.19,0.00,0.00,20068036.00,20198750.00,309.25,59.42,2.98,Engineering & Construction
1,LAZ,Lazard LTD,,4.04,0.23,-357.01,2.98,129766091.00,131236858.00,6110.69,1121.59,8.90,Brokers & Exchanges
1,LFGR,LEAF GROUP LTD.,-11.09,3.75,0.25,0.00,0.00,25314267.00,23467500.00,272.75,69.71,2.97,Online Media
1,APEVENT,"LEAFBUYER TECHNOLOGIES, INC.",,,,0.00,0.00,42865664.00,41029080.00,,-1.36,-0.03,
1,LEA,LEAR CORP,6.97,2.03,0.51,-175.40,2.63,64173868.00,67157821.00,9368.26,4597.30,64.48,Autos
1,LEATPK,Leatt Corp,,,,0.00,0.00,5366382.00,5537657.00,,9.03,1.68,
1,LEE,"LEE ENTERPRISES, INC",2.32,-2.93,-0.33,0.00,0.00,57141000.00,55948000.00,164.85,-36.26,-0.68,Publishing
1,LGCY,Legacy Reserves Inc.,,,-1.18,,,106442278.00,,,-281.96,,Oil & Gas - E&P
1,LM,"LEGG MASON, INC.",,,,,,85528403.00,4924750.00,2642.42,,,Asset Management
1,LEG,Leggett & Platt,17.58,4.33,0.24,-191.80,1.42,130417754.00,135750000.00,5504.13,1166.00,8.64,Manufacturing - Apparel & Furniture
1,LDOS,"Leidos, Inc.",18.97,4.35,0.23,-91.00,1.26,72800585.00,73750000.00,4914.77,1124.00,15.50,Application Software
1,LC,LendingClub Corp,-7.03,1.67,0.59,0.00,0.00,426208997.00,420034700.00,,868.09,2.06,Credit Services
1,TREE,"LendingTree, Inc.",32.82,8.03,0.12,0.00,0.00,12827755.00,14192500.00,,376.47,30.50,Banks
1,LEN,LENNAR CORP /NEW/,,,,,,,290010000.00,14799.10,,,Homebuilding & Construction
1,LII,LENNOX INTERNATIONAL INC,27.28,-101.37,,,,,41575000.00,8635.57,-86.80,-2.11,Industrial Products
1,LUK,Leucadia National Corp.,10.85,0.78,1.42,-147.74,0.41,323072855.00,359210000.00,7823.30,10793.14,29.79,Consumer Packaged Goods
1,LVLT,Level 3 Communications,,,0.93,,,362799950.00,364029000.00,19456.96,18172.00,,Communication Services
1,LEVB,"Level Brands, Inc.",153.47,1.40,,0.06,-0.01,,,41.33,15.22,1.98,Advertising & Marketing Services
1,LVIS,LEVI STRAUSS & CO,,,,-80.00,,37602316.00,,,654.17,,
1,LXRP,Lexaria Bioscience Corp.,-15.60,36.09,0.03,0.00,0.00,73144805.00,69483401.00,,2.64,0.04,
1,LXRX,"LEXICON PHARMACEUTICALS, INC.",-7.15,-32.26,-0.03,0.00,0.00,105925402.00,105751250.00,1003.73,-29.40,-0.28,Biotechnology
1,LGIH,"LGI Homes, Inc.",6.39,1.55,0.63,0.00,0.00,22717096.00,24895127.00,932.71,612.42,27.68,Homebuilding & Construction
1,LGL,LGL GROUP INC,25.54,1.05,0.88,,,4824662.00,4646901.00,32.89,27.02,6.05,Computer Hardware
1,LHCG,"LHC Group, Inc",38.74,1.69,0.46,0.00,0.00,31373967.00,24493401.00,3207.84,1411.43,53.40,Health Care Providers
1,LEXE,"Liberty Expedia Holdings, Inc.",,,,0.00,0.00,57275703.00,58250000.00,,17961.00,42.81,
1,LBTYA,Liberty Global plc,,,,0.00,,798224323.00,,21280.66,,,Communication Services
1,LSXMA,Liberty Media Corp,,,14.05,0.00,,40705168.00,338000000.00,1747.47,22369.00,,
1,LTRP,"Liberty TripAdvisor Holdings, Inc.",,,,0.00,0.00,75056901.00,75000000.00,,3724.00,4.60,
1,LCUT,"LIFETIME BRANDS, INC",-20.54,0.79,1.10,-3.03,0.17,20762149.00,18323500.00,205.81,272.01,15.12,Manufacturing - Apparel & Furniture
1,LPTH,LIGHTPATH TECHNOLOGIES INC,163.39,1.21,0.81,0.00,0.00,25784475.00,26699251.00,48.63,35.06,1.38,Computer Hardware
1,LLY,Lilly (Eli) & Co.,243.69,7.75,0.13,-2287.50,2.21,1059322255.00,1038023000.00,124846.21,14150.90,12.63,Drug Manufacturers
1,LMB,"Limbach Holdings, Inc.",-4.61,0.73,1.35,-1.12,0.15,7590778.00,7455689.00,81.98,42.50,5.64,Engineering & Construction
1,LNC,LINCOLN NATIONAL CORP,6.67,0.91,1.12,-281.00,1.29,213604724.00,221720230.00,15145.97,15070.00,69.23,Insurance - Life
1,LNN,LINDSAY CORP,54.88,3.98,0.25,-13.01,1.21,10757318.00,10772000.00,1082.51,276.87,25.78,Farm & Construction Machinery
1,LLTC,LINEAR TECHNOLOGY CORP /CA/,31.87,8.48,0.12,-313.86,1.28,240775705.00,245532500.00,15650.42,1877.81,7.66,
1,LNGG,"LINN ENERGY, INC.",,,0.51,,,152539532.00,,1332.20,1343.82,,
1,LQDT,LIQUIDITY SERVICES INC,-18.79,1.68,0.58,0.00,0.00,33078212.00,32095491.00,166.72,129.65,4.04,Retail - Apparel & Specialty
1,LFUS,LITTELFUSE INC /DE,36.25,2.89,0.33,-37.66,1.55,25156759.00,24598750.00,4538.75,1519.40,62.70,Computer Hardware
1,LIVN,LivaNova PLC,-67.09,3.40,0.29,0.00,0.00,48685079.00,49317500.00,5836.50,1784.99,36.86,Medical Devices
1,LYV,"Live Nation Entertainment, Inc.",-140.00,5.72,0.17,0.00,0.00,209545061.00,206292832.00,10924.30,1859.38,6.37,Entertainment
1,LIVE,LIVE VENTURES Inc,2.79,0.49,2.24,0.00,,1960059.00,3966704.00,14.87,39.50,18.25,Conglomerates
1,LKQ,LKQ CORP,15.30,1.78,0.55,0.00,0.00,318081581.00,313993500.00,9602.88,4897.42,15.50,Autos
1,LOCM,LOCAL Corp,,,,,,23306184.00,23263000.00,,11.15,0.48,
1,LMT,LOCKHEED MARTIN CORP,28.25,88.15,0.01,-2297.00,8.06,284425688.00,287500000.00,99653.44,1002.00,3.31,Aerospace & Defense
1,L,Loews Corp.,12.55,0.74,1.40,-213.00,0.66,314190649.00,325500000.00,15943.76,21886.00,58.40,Insurance - Property & Casualty
1,LOGI,LOGITECH INTERNATIONAL SA,26.20,5.64,0.18,-113.97,0.69,165670205.00,169114750.00,6877.12,1012.16,6.14,Computer Hardware
1,LOGM,"LogMeIn, Inc.",31.19,1.48,0.69,-60.05,1.15,51162182.00,53360000.00,4354.38,3008.74,57.58,Application Software
1,LOVV,"LOVE INTERNATIONAL GROUP, INC.",-5506.71,-1747.54,0.00,0.00,0.00,289333360.00,289333360.00,289.33,-0.17,0.00,
1,low,LOWES COMPANIES INC,20.41,13.97,0.07,-1409.00,1.72,802957007.00,819000000.00,89564.74,5394.00,6.59,Retail - Apparel & Specialty
1,LOXO,"Loxo Oncology, Inc.",-77.37,12.85,0.08,0.00,0.00,30614536.00,30176602.00,,379.22,12.57,Biotechnology
1,LPLA,LPL Financial Holdings Inc.,14.69,5.75,0.18,-89.36,1.00,86711957.00,91685500.00,5769.85,979.47,10.99,Brokers & Exchanges
1,LSI,Lsi Corp,361.98,33.11,0.03,,,565370911.00,572819750.00,51901.05,1524.45,2.77,REITs
1,LULU,lululemon athletica inc.,40.76,11.16,0.10,0.00,0.00,122627574.00,134813750.00,18484.81,1406.76,10.47,Retail - Apparel & Specialty
1,LL,"Lumber Liquidators Holdings, Inc.",64.08,1.64,0.61,0.00,0.00,28620308.00,28623086.00,397.95,203.51,7.13,Retail - Apparel & Specialty
1,LITE,Lumentum Holdings Inc.,9.84,2.71,0.36,-0.90,0.01,63400000.00,63525000.00,3476.44,1019.30,15.70,Communication Equipment
1,LYB,LyondellBasell,,,0.32,-1531.00,,383657690.00,,40295.03,11192.00,,Chemicals
1,MTB,M&T BANK CORP,14.56,1.60,0.65,-556.14,3.79,140357696.00,146775750.00,24703.13,15436.09,96.91,Banks
1,MCBC,MACATAWA BANK CORP,17.18,2.01,0.50,-7.80,0.23,34014319.00,34002534.00,,183.98,5.41,Banks
1,Mac,Macerich,84.85,2.08,0.48,-454.55,3.22,141050902.00,141083500.00,7306.44,3287.93,21.58,REITs
1,MTSI,"MACOM Technology Solutions Holdings, Inc.",-8.33,1.74,0.57,0.00,0.00,65192357.00,65311000.00,1157.29,668.68,10.33,Semiconductors
1,CIK0001446,"Macquarie Equipment Leasing Fund, LLC",,,,0.00,0.00,9129625.00,9145957.00,,0.00,0.00,
1,MIC,Macquarie Infrastructure Corp,6.51,0.99,1.00,-412.80,4.86,85640118.00,91779237.00,3778.51,3195.91,35.70,Transportation & Logistics
1,MGNX,MACROGENICS INC,-31.36,2.34,0.40,0.00,0.00,42259080.00,39561489.00,,282.64,7.14,Biotechnology
1,M,"Macy's, Inc.",5.54,1.75,0.57,-462.00,1.50,307467240.00,310225000.00,10185.35,5645.00,18.46,Retail - Apparel & Specialty
1,CALL,MAGICJACK VOCALTEC LTD,26.96,3.56,0.35,0.00,0.00,16248299.00,20223492.00,128.71,49.21,2.44,Communication Services
1,MJCO,Majesco,212.66,5.44,0.18,,,36665737.00,37763551.00,283.46,48.06,1.31,Application Software
1,COOL,MAJESCO ENTERTAINMENT CO,,2.15,,,,,11463307.00,369.20,92.43,8.06,Biotechnology
1,MNK,Mallinckrodt plc,1.33,0.35,3.00,0.00,0.00,83313240.00,86975000.00,2136.82,6603.60,76.59,Drug Manufacturers
1,MAMS,"MAM SOFTWARE GROUP, INC.",28.29,6.26,0.15,0.00,0.00,12575008.00,11988750.00,99.74,14.95,1.25,Application Software
1,MMMB,"MamaMancini's Holdings, Inc.",36.97,-17.01,-0.06,0.00,0.00,31866241.00,34842601.00,21.67,-1.30,-0.04,
1,MANH,MANHATTAN ASSOCIATES INC,32.33,23.90,0.04,0.00,0.00,65378469.00,67261000.00,3291.30,139.68,2.08,Application Software
1,MNKD,MANNKIND CORP,-2.05,-1.10,-0.76,0.00,0.00,159597573.00,132897500.00,242.24,-205.44,-1.55,Biotechnology
1,MAN,ManpowerGroup Inc.,8.60,1.88,0.57,-127.50,1.94,61831498.00,66475000.00,5357.05,2810.20,41.41,Employment Services
1,MRO,Marathon Oil Corp.,21.51,1.21,0.85,-170.00,0.20,831275876.00,852500000.00,19995.59,12044.00,14.14,Oil & Gas - E&P
1,MPC,Marathon Petroleum Corp,7.76,1.49,0.46,-832.00,1.78,690853526.00,472750000.00,37821.25,20034.00,32.41,Oil & Gas - Refining & Marketing
1,MMI,"Marcus & Millichap, Inc.",19.59,3.56,0.28,0.00,0.00,38651360.00,39258250.00,1252.12,382.70,9.79,Real Estate Services
1,MKL,MARKEL CORP,14.52,1.55,0.65,0.00,0.00,13884649.00,13954000.00,16385.28,9938.89,702.51,Insurance - Property & Casualty
1,MKTX,MARKETAXESS HOLDINGS INC,47.98,13.31,0.07,-59.06,1.60,37592599.00,37880250.00,6990.45,578.62,15.67,Brokers & Exchanges
1,MAR,MARRIOTT INTERNATIONAL INC /MD/,26.20,17.96,0.06,-504.00,,341130300.00,360325000.00,42604.06,2324.00,6.53,Travel & Leisure
1,VAC,MARRIOTT VACATIONS WORLDWIDE Corp,,0.61,0.98,-41.03,1.45,47037330.00,28438500.00,2708.80,3521.00,123.70,Travel & Leisure
1,MMC,"MARSH & MCLENNAN COMPANIES, INC.",29.17,5.91,0.17,-789.00,1.56,503708096.00,512750000.00,42381.74,7538.00,14.69,Brokers & Exchanges
1,MLM,Martin Marietta Materials,15.41,2.35,0.43,-114.08,1.81,62712073.00,63230500.00,11506.62,4942.33,78.45,Building Materials
1,MRVL,MARVELL TECHNOLOGY GROUP LTD,64.35,1.11,0.76,-138.29,0.25,657400000.00,560620000.00,12081.64,7575.28,13.77,Semiconductors
1,MAS,MASCO CORP /DE/,15.19,45.50,0.02,-220.00,0.71,305498347.00,310750000.00,10988.27,207.00,0.12,Building Materials
1,MASI,MASIMO CORP,37.44,6.23,0.16,0.00,0.00,52995786.00,56324000.00,6234.32,912.40,17.39,Medical Devices
1,MHYS,"Mass Hysteria Entertainment Company, Inc.",,,0.00,,,7180600489.00,3062690.00,0.00,-4.62,,
1,MTZ,Mastec Inc,9.19,2.40,0.42,0.00,0.00,78678759.00,80979250.00,3349.83,1489.82,18.64,Engineering & Construction
1,MHH,"Mastech Holdings, Inc.",10.41,2.10,0.47,0.00,0.00,10983736.00,11111750.00,80.74,33.17,3.03,Employment Services
1,MA,Mastercard Inc,41.51,36.70,0.03,-1018.00,0.97,1034600000.00,1053250000.00,216268.11,5867.00,5.51,Credit Services
1,MTCH,"Match Group, Inc.",31.12,17.06,0.06,0.00,0.00,280439000.00,296115000.00,15354.29,648.74,2.31,Online Media
1,MTRN,MATERION Corp,34.08,2.12,0.47,-8.27,0.41,20244285.00,20587000.00,1199.18,536.74,26.61,Metals & Mining
1,MTRX,MATRIX SERVICE CO,-37.32,1.50,0.66,0.00,0.00,27071755.00,26975750.00,642.28,322.78,12.03,Oil & Gas - Services
1,MAT,Mattel Inc.,-6.02,7.47,0.13,0.00,0.00,345150787.00,344669500.00,4995.12,666.41,1.93,Travel & Leisure
1,MFRM,MATTRESS FIRM HOLDING CORP.,,,0.20,0.00,,37228002.00,36307764.00,2383.34,477.22,,
1,MLP,MAUI LAND & PINEAPPLE CO INC,,7.64,0.13,0.00,0.00,19188380.00,19066431.00,,29.25,1.53,Real Estate Services
1,MAXD,Max Sound Corp,0.00,0.00,0.00,,,5985436158.00,2934894028.00,0.00,-16.04,-0.01,
1,MXIM,MAXIM INTEGRATED PRODUCTS INC,29.73,7.93,0.13,-464.48,1.66,277062875.00,284678250.00,14618.24,1912.32,6.83,Semiconductors
1,MXMG,MAXIMA GROUP INC.,0.00,0.00,0.00,0.00,0.00,243000000.00,,0.00,-0.01,0.00,
1,MMS,Maximus Inc,20.73,4.21,0.24,-11.69,0.18,64133318.00,65932000.00,4067.25,1086.42,16.55,Business Services
1,MXPT,"MaxPoint Interactive, Inc.",-6.27,3.47,0.28,0.00,0.00,6764021.00,6650287.00,93.68,26.53,3.99,Application Software
1,MXWL,MAXWELL TECHNOLOGIES INC,-2.45,0.90,0.94,0.00,0.00,45868168.00,38833000.00,,106.12,2.73,Computer Hardware
1,MAYS,MAYS J W INC,,1.52,0.66,0.00,,2015780.00,,78.01,53.01,26.30,Real Estate Services
1,MBFI,MB Financial Inc,12.15,1.20,0.83,-91.97,1.09,84236864.00,85113786.00,3906.91,2965.33,32.92,Banks
1,MCFT,"MCBC Holdings, Inc.",9.68,6.83,0.15,0.00,0.00,18721420.00,18735066.00,641.37,58.18,3.12,Autos
1,MNI,MCCLATCHY CO,6.98,-0.25,-4.09,0.00,0.00,7707271.00,7735750.00,67.82,-241.22,-31.18,Publishing
1,MKC,MCCORMICK & CO INC,21.05,6.05,0.16,-266.50,2.03,131665195.00,132875000.00,17861.50,3112.00,23.62,Consumer Packaged Goods
1,MDR,MCDERMOTT INTERNATIONAL INC,10.92,0.29,2.43,10.10,-0.08,180584114.00,129633465.00,1666.17,3596.00,27.60,Oil & Gas - Services
1,MCD,MCDONALDS CORP,28.12,-21.56,-0.05,-3165.20,4.04,770910250.00,792400000.00,131729.21,-6792.60,-8.66,Restaurants
1,MUX,McEwen Mining Inc.,,1.17,0.85,,,337286381.00,336155500.00,,494.66,1.47,Metals & Mining
1,MCK,MCKESSON CORP,219.61,2.29,0.44,-280.00,,195376222.00,195500000.00,26785.29,10951.00,47.77,Medical Distribution
1,MDCA,MDC PARTNERS INC,0.71,,,,,95000.00,56679254.00,223.81,,,Advertising & Marketing Services
1,MJN,Mead Johnson,30.63,-42.49,-0.02,-308.80,1.66,183640008.00,185800000.00,16523.93,-392.80,-2.32,Health Care Plans
1,MECK,Mecklermedia Corp,,0.00,0.00,,,6057662.00,6058086.00,0.00,-0.43,-0.07,
1,MCGI,"MEDCAREERS GROUP, Inc.",,,,,,95683414.00,,0.00,,,
1,MSHF,"MediaShift, Inc.",,,,,,22498527.00,18482996.00,,,,
1,MTBC,"MEDICAL TRANSCRIPTION BILLING, CORP",-10.39,2.12,0.46,-3.41,0.29,11829758.00,11651178.00,60.54,27.27,2.34,Application Software
1,MDSO,"Medidata Solutions, Inc.",80.20,6.65,0.14,0.00,0.00,61190452.00,60883500.00,4238.22,593.99,10.33,Application Software
1,MFST,"Medifirst Solutions, Inc.",-10.02,,,0.00,0.00,2889851.00,190957065.00,87.05,,,
1,MDT,Medtronic INC,30.80,4.77,0.21,-1179.00,1.19,984316549.00,1002325000.00,95646.04,20173.00,20.37,Medical Devices
1,MDT,Medtronic plc,57.27,2.60,0.39,-2598.00,1.92,1343045417.00,1364350000.00,130075.19,49714.00,36.67,Medical Devices
1,MEME,MeeMee Media Inc.,,-0.99,-0.99,0.00,0.00,43075000.00,42420785.00,1.72,-1.71,-0.04,
1,MEET,"Meet Group, Inc.",-3.87,1.46,0.67,0.00,0.00,73941427.00,68979838.00,390.75,189.27,2.61,Online Media
1,MEIP,"MEI Pharma, Inc.",-2.68,3.08,0.23,0.00,0.00,71125444.00,49841000.00,266.57,39.76,0.80,Drug Manufacturers
1,MENT,MENTOR GRAPHICS CORP,,,0.33,-23.81,,110383000.00,114322000.00,4111.77,1375.68,,
1,,MERCANTILE BANK CORP,,,,,,,,,,,
1,MRK,"Merck & Co., Inc.",60.00,6.15,0.17,-5178.00,1.93,2600376500.00,2707250000.00,192249.12,32656.00,12.06,Drug Manufacturers
1,MRCY,MERCURY SYSTEMS INC,75.32,2.95,0.33,0.00,0.00,48401205.00,47523000.00,2634.34,776.62,16.58,Computer Hardware
1,MDP,MEREDITH CORP,28.83,1.56,0.72,-137.70,3.06,39879039.00,45070000.00,2075.94,1605.90,23.99,Publishing
1,MTOR,MERITOR INC,12.71,4.69,0.22,0.00,0.00,84876805.00,91200000.00,,317.00,3.28,Autos
1,MRSN,"Mersana Therapeutics, Inc.",-1.97,3.68,0.27,0.00,0.00,23182472.00,23009142.00,,29.85,1.30,Biotechnology
1,MLAB,MESA LABORATORIES INC /CO,-439.67,6.51,0.15,-2.44,0.64,3852835.00,3820000.00,682.43,106.90,28.05,Computer Hardware
1,MEI,METHODE ELECTRONICS INC,17.25,1.36,0.74,-16.50,0.44,36986952.00,37558588.00,1191.95,643.30,17.23,Computer Hardware
1,MET,METLIFE INC,8.36,0.85,1.23,-1814.00,1.77,986838252.00,1032525000.00,47035.94,51809.00,50.42,Insurance - Life
1,FE,Metropolitan Edison Co,17.12,1.14,0.84,,,418216437.00,401000000.00,15883.86,13299.00,33.28,Utilities - Regulated
1,MTD,METTLER TOLEDO INTERNATIONAL INC/,37.76,29.01,0.03,0.00,0.00,25045028.00,25969988.00,15228.65,531.62,20.96,Medical Instruments & Equipment
1,MFA,"MFA FINANCIAL, INC.",,,,,,449546435.00,405922500.00,,,,REITs
1,PPIH,MFRI INC,-24.18,1.44,0.70,0.00,0.00,7885374.00,7867500.00,72.07,50.81,6.43,Industrial Products
1,MGCD,MGC DIAGNOSTICS Corp,-13.45,3.30,0.30,-3.08,0.71,4409088.00,4393250.00,48.63,14.58,3.34,Medical Devices
1,MGEE,MGE ENERGY INC,21.25,2.72,0.37,-45.24,1.31,34668370.00,34668000.00,2216.00,811.98,23.42,Utilities - Regulated
1,MGM,MGM Resorts International,7.58,1.32,0.79,-259.58,0.47,527197958.00,559711500.00,15324.83,10839.52,12.24,Travel & Leisure
1,KORS,Michael Kors Holdings Ltd,11.23,3.02,0.34,0.00,0.00,150232617.00,157786719.00,10195.65,2183.30,14.01,Manufacturing - Apparel & Furniture
1,MIK,"Michaels Companies, Inc.",7.96,-1.52,-0.74,-0.32,0.00,157694568.00,177375000.00,2563.66,-1789.85,-10.15,Retail - Apparel & Specialty
1,MBOT,Microbot Medical Inc.,,3.54,1.13,0.00,0.00,2975676.00,11915824.00,288.55,6.57,0.55,Medical Instruments & Equipment
1,MCHP,MICROCHIP TECHNOLOGY INC,618.07,3.30,0.31,-341.50,1.40,236509664.00,262823750.00,15911.98,5170.20,21.26,Semiconductors
1,MICR,MICRON SOLUTIONS INC /DE/,-13.12,1.79,0.56,0.00,0.00,2855921.00,2844536.00,10.15,4.92,1.73,Medical Devices
1,MU,MICRON TECHNOLOGY INC,3.29,1.40,0.73,0.00,0.00,1134255375.00,1229000000.00,49953.04,33261.00,28.03,Semiconductors
1,NOIZ,MICRONETICS INC,,,,0.00,0.00,4575663.00,4598877.00,,18.60,4.07,
1,MSCC,MICROSEMI CORP,45.48,3.83,0.26,0.00,0.00,117959591.00,118425000.00,8108.54,2086.40,17.94,Semiconductors
1,MSFT,MICROSOFT CORP,45.76,10.02,0.10,-12916.00,1.68,7676218736.00,7785750000.00,850021.89,85967.00,11.18,Application Software
1,MVIS,"MICROVISION, INC.",-0.92,1.69,0.24,0.00,0.00,93073343.00,72796170.00,,12.05,0.31,Computer Hardware
1,MICT,"MICT, Inc.",-0.79,0.67,1.42,0.00,0.00,9342115.00,8875206.00,10.74,4.91,0.15,Aerospace & Defense
1,MAA,MID AMERICA APARTMENT COMMUNITIES INC.,29.47,4.20,0.09,-116.71,2.75,113837767.00,45232500.00,,1030.02,23.30,REITs
1,MDXG,"MIMEDX GROUP, INC.",17.01,4.22,0.23,0.00,0.00,111034873.00,115714600.00,627.35,142.47,1.34,Medical Devices
1,MB,"MINDBODY, Inc.",-32.66,4.50,0.22,0.00,0.00,47469816.00,47336304.00,1958.13,280.86,5.93,Application Software
1,NERV,"Minerva Neurosciences, Inc.",-8.85,3.21,0.31,0.00,0.00,38871467.00,38765036.00,433.50,101.39,2.62,Biotechnology
1,MRTX,"Mirati Therapeutics, Inc.",,5.03,0.18,,,32516041.00,29476799.00,,225.09,7.64,Biotechnology
1,MSGO,"Mister Goody, Inc.",,27.27,0.04,,,60823334.00,60926895.00,2.43,0.09,0.00,
1,MIND,MITCHAM INDUSTRIES INC,-1.69,0.72,1.38,-1.52,0.13,12119399.00,12097250.00,48.36,60.25,3.52,Computer Hardware
1,MITK,MITEK SYSTEMS INC,-30.88,3.89,0.24,0.00,0.00,38555903.00,35811000.00,246.44,95.39,2.66,Application Software
1,MIXX,"MIX 1 LIFE, INC.",-0.03,0.03,28.46,0.00,0.00,15001907.00,,0.45,12.81,0.94,
1,MKSI,MKS Instruments Inc,10.72,2.20,0.46,-41.38,0.76,53986114.00,55187250.00,,1810.29,33.23,Computer Hardware
1,MOBL,"MOBILEIRON, INC.",-10.57,8.38,0.11,0.00,0.00,105554695.00,100190250.00,524.98,58.50,0.58,
1,MENI,"Mobilized Entertainment, Inc.",,,0.00,0.00,,91827466.00,,0.00,-1.04,,
1,MFON,MOBIVITY HOLDINGS CORP.,-10.52,12.95,0.07,0.00,0.00,45904948.00,40204049.00,78.91,3.88,0.10,
